year,fips,beverage_type,beverage_name,gallons_beverage,gallons_ethanol,population_14plus,ethanol_pc_14plus,decile_14plus,population_21plus,ethanol_pc_21plus,decile_21plus,data_source,abv,ethanol_timevarying_abv,ethanol_pc_14plus_x10000,ethanol_pc_21plus_x10000,abv_x1000,Unnamed: 18,Unnamed: 19,location_abbr
2016,41,3,Beer,94124465.0,4235601,341954,1.2386,4.0,307478,1.3775,4.0,1.0,0.049,4612099,12386,13775,49.0,,,OR
2016,41,4,All beverages,,9416478,341954,2.7537,3.0,307478,3.0625,3.0,,,9446324,27537,30625,,,,OR
2016,42,1,Spirits,18809273.0,7730611,1074029,0.7198,8.0,959579,0.8056,8.0,3.0,0.367,6903003,7198,8056,367.0,,,PA
2016,42,2,Wine,27229516.0,3512608,1074029,0.327,7.0,959579,0.3661,7.0,3.0,0.123,3349230,3270,3661,123.0,,,PA
2016,42,3,Beer,312728000.0,14072760,1074029,1.3103,2.0,959579,1.4666,3.0,7.0,0.047,14698216,13103,14666,47.0,,,PA
2016,42,4,All beverages,,25315979,1074029,2.3571,5.0,959579,2.6382,5.0,,,24950449,23571,26382,,,,PA
2016,44,1,Spirits,2296880.0,944018,89867,1.0505,3.0,79626,1.1856,3.0,3.0,0.377,865924,10505,11856,377.0,,,RI
2016,44,2,Wine,4022413.0,518891,89867,0.5774,3.0,79626,0.6517,3.0,3.0,0.123,494757,5774,6517,123.0,,,RI
2016,44,3,Beer,18700074.0,841503,89867,0.9364,9.0,79626,1.0568,9.0,3.0,0.048,897604,9364,10568,48.0,,,RI
2016,44,4,All beverages,,2304412,89867,2.5642,4.0,79626,2.894,4.0,,,2258285,25642,28940,,,,RI
2016,45,1,Spirits,8056602.0,3311263,411377,0.8049,6.0,366679,0.903,6.0,7.0,0.393,3166245,8049,9030,393.0,,,SC
2016,45,2,Wine,8097303.0,1044552,411377,0.2539,8.0,366679,0.2849,9.0,7.0,0.123,995968,2539,2849,123.0,,,SC
2016,45,3,Beer,107477000.0,4836465,411377,1.1757,4.0,366679,1.319,4.0,7.0,0.048,5158896,11757,13190,48.0,,,SC
2016,45,4,All beverages,,9192280,411377,2.2345,7.0,366679,2.5069,7.0,,,9321109,22345,25069,,,,SC
2016,46,1,Spirits,1862985.0,765687,69449,1.1025,3.0,61465,1.2457,3.0,1.0,0.385,717249,11025,12457,385.0,,,SD
2016,46,2,Wine,1688442.0,217809,69449,0.3136,7.0,61465,0.3544,7.0,1.0,0.123,207678,3136,3544,123.0,,,SD
2016,46,3,Beer,22537000.0,1014165,69449,1.4603,1.0,61465,1.65,1.0,7.0,0.047,1059239,14603,16500,47.0,,,SD
2016,46,4,All beverages,,1997661,69449,2.8764,2.0,61465,3.25,2.0,,,1984166,28764,32500,,,,SD
2016,47,1,Spirits,10569108.0,4343903,549130,0.7911,6.0,490067,0.8864,6.0,2.0,0.392,4143090,7911,8864,392.0,,,TN
2016,47,2,Wine,13874785.0,1789847,549130,0.3259,7.0,490067,0.3652,7.0,2.0,0.123,1706599,3259,3652,123.0,,,TN
2016,47,3,Beer,124792518.0,5615663,549130,1.0226,7.0,490067,1.1459,7.0,2.0,0.048,5990041,10226,11459,48.0,,,TN
2016,47,4,All beverages,,11749414,549130,2.1396,8.0,490067,2.3975,8.0,,,11839730,21396,23975,,,,TN
2016,48,1,Spirits,37351664.0,15351534,2221372,0.6911,9.0,1944548,0.7895,9.0,1.0,0.385,14380391,6911,7895,385.0,,,TX
2016,48,2,Wine,59177073.0,7633842,2221372,0.3437,6.0,1944548,0.3926,6.0,1.0,0.122,7219603,3437,3926,122.0,,,TX
2016,48,3,Beer,642607594.0,28917342,2221372,1.3018,2.0,1944548,1.4871,2.0,1.0,0.046,29559949,13018,14871,46.0,,,TX
2016,48,4,All beverages,,51902718,2221372,2.3365,6.0,1944548,2.6691,5.0,,,51159943,23365,26691,,,,TX
2016,49,1,Spirits,2962241.0,1217481,232066,0.5246,10.0,198966,0.6119,10.0,1.0,0.372,1101954,5246,6119,372.0,,,UT
2016,49,2,Wine,3416005.0,440665,232066,0.1899,10.0,198966,0.2215,10.0,1.0,0.123,420169,1899,2215,123.0,,,UT
2016,49,3,Beer,32457000.0,1460565,232066,0.6294,10.0,198966,0.7341,10.0,7.0,0.047,1525479,6294,7341,47.0,,,UT
2016,49,4,All beverages,,3118711,232066,1.3439,10.0,198966,1.5675,10.0,,,3047602,13439,15675,,,,UT
2016,50,1,Spirits,948793.0,389954,53495,0.7289,8.0,47448,0.8218,8.0,6.0,0.375,355798,7289,8218,375.0,,,VT
2016,50,2,Wine,3273595.0,422294,53495,0.7894,1.0,47448,0.89,1.0,2.0,0.123,402652,7894,8900,123.0,,,VT
2016,50,3,Beer,18600000.0,837000,53495,1.5646,1.0,47448,1.764,1.0,7.0,0.049,911400,15646,17640,49.0,,,VT
2016,50,4,All beverages,,1649248,53495,3.0829,2.0,47448,3.4758,2.0,,,1669850,30829,34758,,,,VT
2016,51,1,Spirits,11177474.0,4593942,696745,0.6593,9.0,621009,0.7398,9.0,1.0,0.375,4191553,6593,7398,375.0,,,VA
2016,51,2,Wine,26246081.0,3385744,696745,0.4859,4.0,621009,0.5452,4.0,1.0,0.123,3228268,4859,5452,123.0,,,VA
2016,51,3,Beer,154230673.0,6940380,696745,0.9961,8.0,621009,1.1176,8.0,1.0,0.047,7248842,9961,11176,47.0,,,VA
2016,51,4,All beverages,,14920067,696745,2.1414,8.0,621009,2.4026,8.0,,,14668663,21414,24026,,,,VA
2016,53,1,Spirits,11357473.0,4667921,602456,0.7748,7.0,540350,0.8639,7.0,3.0,0.383,4349912,7748,8639,383.0,,,WA
2016,53,2,Wine,24417209.0,3149820,602456,0.5228,4.0,540350,0.5829,4.0,7.0,0.123,3003317,5228,5829,123.0,,,WA
2016,53,3,Beer,128030000.0,5761350,602456,0.9563,9.0,540350,1.0662,9.0,7.0,0.048,6145440,9563,10662,48.0,,,WA
2016,53,4,All beverages,,13579091,602456,2.254,7.0,540350,2.513,7.0,,,13498669,22540,25130,,,,WA
2016,54,1,Spirits,1729675.0,710897,154445,0.4603,10.0,139121,0.511,10.0,6.0,0.372,643439,4603,5110,372.0,,,WV
2016,54,2,Wine,1289462.0,166341,154445,0.1077,10.0,139121,0.1196,10.0,7.0,0.123,158604,1077,1196,123.0,,,WV
2016,54,3,Beer,40951000.0,1842795,154445,1.1932,4.0,139121,1.3246,4.0,7.0,0.047,1924697,11932,13246,47.0,,,WV
2016,54,4,All beverages,,2720033,154445,1.7612,10.0,139121,1.9551,10.0,,,2726740,17612,19551,,,,WV
