year,fips,beverage_type,beverage_name,gallons_beverage,gallons_ethanol,population_14plus,ethanol_pc_14plus,decile_14plus,population_21plus,ethanol_pc_21plus,decile_21plus,data_source,abv,ethanol_timevarying_abv,ethanol_pc_14plus_x10000,ethanol_pc_21plus_x10000,abv_x1000,Unnamed: 18,Unnamed: 19,location_abbr
2016,56,3,Beer,12498350.0,562426,47559,1.1826,4.0,42413,1.326,4.0,1.0,0.048,599921,11826,13260,48.0,,,WY
2016,56,4,All beverages,,1270859,47559,2.6722,4.0,42413,2.9963,3.0,,,1248442,26722,29963,,,,WY
2016,91,1,Spirits,99269818.0,40799895,4704594,0.8672,,4202853,0.9708,,,0.379,37623261,8672,9708,379.0,,,NRE
2016,91,2,Wine,191212618.0,24666428,4704594,0.5243,,4202853,0.5869,,,0.123,23519152,5243,5869,123.0,,,NRE
2016,91,3,Beer,1079076382.0,48558437,4704594,1.0321,,4202853,1.1554,,,0.048,51795666,10321,11554,48.0,,,NRE
2016,91,4,All beverages,,114024760,4704594,2.4237,,4202853,2.713,,,,112938079,24237,27130,,,,NRE
2016,92,1,Spirits,118638355.0,48760364,5600523,0.8706,,4967403,0.9816,,,0.381,45201213,8706,9816,381.0,,,MDW
2016,92,2,Wine,153580758.0,19811919,5600523,0.3538,,4967403,0.3988,,,0.122,18736852,3538,3988,122.0,,,MDW
2016,92,3,Beer,1423214193.0,64044639,5600523,1.1435,,4967403,1.2893,,,0.047,66891067,11435,12893,47.0,,,MDW
2016,92,4,All beverages,,132616922,5600523,2.3679,,4967403,2.6697,,,,130829132,23679,26697,,,,MDW
2016,93,1,Spirits,193350998.0,79467259,10042164,0.7913,,8922146,0.8907,,,0.386,74633485,7913,8907,386.0,,,SOU
2016,93,2,Wine,290511278.0,37475955,10042164,0.3732,,8922146,0.42,,,0.125,36313910,3732,4200,125.0,,,SOU
2016,93,3,Beer,2479354712.0,111570962,10042164,1.111,,8922146,1.2505,,,0.047,116529671,11110,12505,47.0,,,SOU
2016,93,4,All beverages,,228514177,10042164,2.2755,,8922146,2.5612,,,,227477066,22755,25612,,,,SOU
2016,94,1,Spirits,128941934.0,52995135,6267483,0.8456,,5570464,0.9514,,,0.385,49642644,8456,9514,385.0,,,WEST
2016,94,2,Wine,259403377.0,33463035,6267483,0.5339,,5570464,0.6007,,,0.123,31906615,5339,6007,123.0,,,WEST
2016,94,3,Beer,1440801210.0,64836054,6267483,1.0345,,5570464,1.1639,,,0.048,69158458,10345,11639,48.0,,,WEST
2016,94,4,All beverages,,151294225,6267483,2.414,,5570464,2.716,,,,150707717,24140,27160,,,,WEST
2016,99,1,Spirits,540201104.0,222022653,26614765,0.8342,,23662867,0.9383,,,0.383,206897023,8342,9383,383.0,,,US
2016,99,2,Wine,894708031.0,115417337,26614765,0.4337,,23662867,0.4878,,,0.123,110049088,4337,4878,123.0,,,US
2016,99,3,Beer,6422446497.0,289010092,26614765,1.0859,,23662867,1.2214,,,0.047,301854985,10859,12214,47.0,,,US
2016,99,4,All beverages,,626450083,26614765,2.3538,,23662867,2.6474,,,,618801096,23538,26474,,,,US
2017,1,1,Spirits,6534994.0,2685883,403507,0.6656,9.0,359175,0.7478,9.0,6.0,0.377,2463693,6656,7478,377.0,,,AL
2017,1,2,Wine,8120439.0,1047537,403507,0.2596,8.0,359175,0.2917,8.0,7.0,0.119,966332,2596,2917,119.0,,,AL
2017,1,3,Beer,95821000.0,4311945,403507,1.0686,6.0,359175,1.2005,6.0,7.0,0.048,4599408,10686,12005,48.0,,,AL
2017,1,4,All beverages,,8045365,403507,1.9939,9.0,359175,2.24,9.0,,,8029433,19939,22400,,,,AL
2017,2,1,Spirits,1752307.0,720198,59430,1.2118,2.0,52818,1.3635,2.0,1.0,0.384,672886,12118,13635,384.0,,,AK
2017,2,2,Wine,2420900.0,312296,59430,0.5255,3.0,52818,0.5913,3.0,1.0,0.119,288087,5255,5913,119.0,,,AK
2017,2,3,Beer,13960004.0,628200,59430,1.057,6.0,52818,1.1894,6.0,1.0,0.048,670080,10570,11894,48.0,,,AK
2017,2,4,All beverages,,1660695,59430,2.7944,3.0,52818,3.1441,3.0,,,1631053,27944,31441,,,,AK
2017,4,1,Spirits,11161122.0,4587221,578107,0.7935,7.0,512636,0.8948,7.0,7.0,0.388,4330515,7935,8948,388.0,,,AZ
2017,4,2,Wine,17599437.0,2270327,578107,0.3927,6.0,512636,0.4429,6.0,7.0,0.119,2094333,3927,4429,119.0,,,AZ
2017,4,3,Beer,142538000.0,6414210,578107,1.1095,5.0,512636,1.2512,5.0,7.0,0.047,6699286,11095,12512,47.0,,,AZ
2017,4,4,All beverages,,13271758,578107,2.2957,6.0,512636,2.5889,6.0,,,13124134,22957,25889,,,,AZ
2017,5,1,Spirits,3987369.0,1638809,245715,0.667,9.0,217930,0.752,9.0,2.0,0.388,1547099,6670,7520,388.0,,,AR
2017,5,2,Wine,4335841.0,559324,245715,0.2276,9.0,217930,0.2567,9.0,2.0,0.12,520301,2276,2567,120.0,,,AR
2017,5,3,Beer,50336208.0,2265129,245715,0.9218,9.0,217930,1.0394,9.0,2.0,0.048,2416138,9218,10394,48.0,,,AR
2017,5,4,All beverages,,4463261,245715,1.8164,10.0,217930,2.048,10.0,,,4483538,18164,20480,,,,AR
2017,6,1,Spirits,61834884.0,25414137,3231855,0.7864,7.0,2874576,0.8841,7.0,3.0,0.387,23930100,7864,8841,387.0,,,CA
2017,6,2,Wine,145968709.0,18829963,3231855,0.5826,3.0,2874576,0.6551,3.0,3.0,0.118,17224308,5826,6551,118.0,,,CA
2017,6,3,Beer,679722660.0,30587520,3231855,0.9464,8.0,2874576,1.0641,8.0,3.0,0.048,32626688,9464,10641,48.0,,,CA
2017,6,4,All beverages,,74831620,3231855,2.3154,6.0,2874576,2.6032,6.0,,,73781096,23154,26032,,,,CA
2017,8,1,Spirits,13402350.0,5508366,463911,1.1874,2.0,413917,1.3308,2.0,1.0,0.382,5119698,11874,13308,382.0,,,CO
2017,8,2,Wine,18484784.0,2384537,463911,0.514,4.0,413917,0.5761,4.0,1.0,0.118,2181205,5140,5761,118.0,,,CO
2017,8,3,Beer,117581885.0,5291185,463911,1.1406,5.0,413917,1.2783,5.0,1.0,0.048,5643930,11406,12783,48.0,,,CO
2017,8,4,All beverages,,13184088,463911,2.8419,3.0,413917,3.1852,2.0,,,12944833,28419,31852,,,,CO
2017,9,1,Spirits,7229512.0,2971329,301706,0.9848,4.0,267509,1.1107,4.0,1.0,0.38,2747215,9848,11107,380.0,,,CT
2017,9,2,Wine,14084084.0,1816847,301706,0.6022,2.0,267509,0.6792,2.0,1.0,0.119,1676006,6022,6792,119.0,,,CT
2017,9,3,Beer,54947862.0,2472654,301706,0.8196,10.0,267509,0.9243,10.0,1.0,0.048,2637497,8196,9243,48.0,,,CT
2017,9,4,All beverages,,7260830,301706,2.4066,5.0,267509,2.7142,5.0,,,7060718,24066,27142,,,,CT
2017,10,1,Spirits,3403559.0,1398863,80039,1.7477,1.0,71697,1.9511,1.0,1.0,0.383,1303563,17477,19511,383.0,,,DE
2017,10,2,Wine,4465122.0,576001,80039,0.7196,1.0,71697,0.8034,1.0,1.0,0.119,531349,7196,8034,119.0,,,DE
2017,10,3,Beer,20485731.0,921858,80039,1.1517,4.0,71697,1.2858,4.0,1.0,0.048,983315,11517,12858,48.0,,,DE
2017,10,4,All beverages,,2896721,80039,3.6191,1.0,71697,4.0402,1.0,,,2818227,36191,40402,,,,DE
2017,11,1,Spirits,2428599.0,998154,59310,1.6829,1.0,54042,1.847,1.0,7.0,0.393,954439,16829,18470,393.0,,,DC
2017,11,2,Wine,4688426.0,604807,59310,1.0197,1.0,54042,1.1191,1.0,7.0,0.118,553234,10197,11191,118.0,,,DC
2017,11,3,Beer,14446000.0,650070,59310,1.096,6.0,54042,1.2029,6.0,7.0,0.048,693408,10960,12029,48.0,,,DC
2017,11,4,All beverages,,2253031,59310,3.7987,1.0,54042,4.169,1.0,,,2201081,37987,41690,,,,DC
2017,12,1,Spirits,44732384.0,18385010,1773383,1.0367,3.0,1605740,1.145,3.0,1.0,0.386,17266700,10367,11450,386.0,,,FL
2017,12,2,Wine,77266193.0,9967339,1773383,0.5621,3.0,1605740,0.6207,3.0,1.0,0.118,9117411,5621,6207,118.0,,,FL
2017,12,3,Beer,421631202.0,18973404,1773383,1.0699,6.0,1605740,1.1816,6.0,1.0,0.047,19816667,10699,11816,47.0,,,FL
2017,12,4,All beverages,,47325753,1773383,2.6687,4.0,1605740,2.9473,4.0,,,46200778,26687,29473,,,,FL
2017,13,1,Spirits,14642619.0,6018116,848473,0.7093,9.0,747892,0.8047,9.0,7.0,0.39,5710621,7093,8047,390.0,,,GA
2017,13,2,Wine,16428929.0,2119332,848473,0.2498,9.0,747892,0.2834,8.0,7.0,0.119,1955043,2498,2834,119.0,,,GA
2017,13,3,Beer,183923000.0,8276535,848473,0.9755,8.0,747892,1.1066,7.0,7.0,0.048,8828304,9755,11066,48.0,,,GA
2017,13,4,All beverages,,16413983,848473,1.9345,10.0,747892,2.1947,10.0,,,16493968,19345,21947,,,,GA
2017,15,1,Spirits,2267978.0,932139,118279,0.7881,7.0,107345,0.8684,8.0,7.0,0.385,873172,7881,8684,385.0,,,HI
2017,15,2,Wine,5318312.0,686062,118279,0.58,3.0,107345,0.6391,3.0,7.0,0.118,627561,5800,6391,118.0,,,HI
2017,15,3,Beer,33821000.0,1521945,118279,1.2867,2.0,107345,1.4178,3.0,7.0,0.047,1589587,12867,14178,47.0,,,HI
2017,15,4,All beverages,,3140146,118279,2.6549,4.0,107345,2.9253,4.0,,,3090320,26549,29253,,,,HI
2017,16,1,Spirits,2734487.0,1123874,137729,0.816,6.0,120858,0.9299,6.0,6.0,0.375,1025433,8160,9299,375.0,,,ID
2017,16,2,Wine,3607745.0,465399,137729,0.3379,6.0,120858,0.3851,6.0,7.0,0.119,429322,3379,3851,119.0,,,ID
2017,16,3,Beer,28923000.0,1301535,137729,0.945,9.0,120858,1.0769,8.0,7.0,0.047,1359381,9450,10769,47.0,,,ID
2017,16,4,All beverages,,2890808,137729,2.0989,9.0,120858,2.3919,8.0,,,2814136,20989,23919,,,,ID
2017,17,1,Spirits,21398369.0,8794730,1055664,0.8331,6.0,938976,0.9366,6.0,1.0,0.384,8216974,8331,9366,384.0,,,IL
2017,17,2,Wine,36749257.0,4740654,1055664,0.4491,4.0,938976,0.5049,4.0,1.0,0.117,4299663,4491,5049,117.0,,,IL
2017,17,3,Beer,257845160.0,11603032,1055664,1.0991,6.0,938976,1.2357,6.0,1.0,0.047,12118723,10991,12357,47.0,,,IL
2017,17,4,All beverages,,25138416,1055664,2.3813,5.0,938976,2.6772,5.0,,,24635360,23813,26772,,,,IL
2017,18,1,Spirits,11314020.0,4650062,545084,0.8531,5.0,480843,0.9671,5.0,1.0,0.382,4321956,8531,9671,382.0,,,IN
2017,18,2,Wine,12317630.0,1588974,545084,0.2915,8.0,480843,0.3305,8.0,1.0,0.119,1465798,2915,3305,119.0,,,IN
2017,18,3,Beer,117419723.0,5283888,545084,0.9694,8.0,480843,1.0989,8.0,1.0,0.047,5518727,9694,10989,47.0,,,IN
2017,18,4,All beverages,,11522924,545084,2.114,8.0,480843,2.3964,8.0,,,11306481,21140,23964,,,,IN
2017,19,1,Spirits,5450885.0,2240314,257601,0.8697,5.0,227397,0.9852,5.0,3.0,0.367,2000475,8697,9852,367.0,,,IA
2017,19,2,Wine,4659078.0,601021,257601,0.2333,9.0,227397,0.2643,9.0,3.0,0.118,549771,2333,2643,118.0,,,IA
2017,19,3,Beer,72236969.0,3250664,257601,1.2619,3.0,227397,1.4295,3.0,3.0,0.046,3322901,12619,14295,46.0,,,IA
2017,19,4,All beverages,,6091999,257601,2.3649,5.0,227397,2.679,5.0,,,5873147,23649,26790,,,,IA
2017,20,1,Spirits,4601558.0,1891240,235803,0.802,7.0,207426,0.9118,6.0,2.0,0.386,1776201,8020,9118,386.0,,,KS
2017,20,2,Wine,2632353.0,339574,235803,0.144,10.0,207426,0.1637,10.0,7.0,0.118,310618,1440,1637,118.0,,,KS
2017,20,3,Beer,53915283.0,2426188,235803,1.0289,7.0,207426,1.1697,7.0,2.0,0.048,2587934,10289,11697,48.0,,,KS
2017,20,4,All beverages,,4657002,235803,1.9749,9.0,207426,2.2451,9.0,,,4674753,19749,22451,,,,KS
2017,21,1,Spirits,7328339.0,3011947,367355,0.8199,6.0,327088,0.9208,6.0,2.0,0.392,2872709,8199,9208,392.0,,,KY
2017,21,2,Wine,5940596.0,766337,367355,0.2086,9.0,327088,0.2343,9.0,2.0,0.119,706931,2086,2343,119.0,,,KY
2017,21,3,Beer,77009803.0,3465441,367355,0.9433,9.0,327088,1.0595,9.0,2.0,0.048,3696471,9433,10595,48.0,,,KY
2017,21,4,All beverages,,7243725,367355,1.9719,9.0,327088,2.2146,9.0,,,7276111,19719,22146,,,,KY
2017,22,1,Spirits,9228373.0,3792861,380990,0.9955,4.0,339252,1.118,4.0,1.0,0.387,3571380,9955,11180,387.0,,,LA
2017,22,2,Wine,9894511.0,1276392,380990,0.335,7.0,339252,0.3762,7.0,1.0,0.119,1177447,3350,3762,119.0,,,LA
2017,22,3,Beer,104842000.0,4717890,380990,1.2383,3.0,339252,1.3907,3.0,7.0,0.047,4927574,12383,13907,47.0,,,LA
2017,22,4,All beverages,,9787143,380990,2.5689,4.0,339252,2.8849,4.0,,,9676401,25689,28849,,,,LA
2017,23,1,Spirits,2936031.0,1206709,114396,1.0548,3.0,103491,1.166,3.0,6.0,0.365,1071651,10548,11660,365.0,,,ME
2017,23,2,Wine,3916682.0,505252,114396,0.4417,5.0,103491,0.4882,5.0,7.0,0.118,462168,4417,4882,118.0,,,ME
2017,23,3,Beer,34317000.0,1544265,114396,1.3499,2.0,103491,1.4922,2.0,7.0,0.049,1681533,13499,14922,49.0,,,ME
2017,23,4,All beverages,,3256226,114396,2.8464,2.0,103491,3.1464,3.0,,,3215352,28464,31464,,,,ME
2017,24,1,Spirits,11210391.0,4607471,498713,0.9239,5.0,445495,1.0342,5.0,3.0,0.387,4338421,9239,10342,387.0,,,MD
2017,24,2,Wine,15449584.0,1992996,498713,0.3996,5.0,445495,0.4474,5.0,3.0,0.119,1838500,3996,4474,119.0,,,MD
2017,24,3,Beer,90649155.0,4079212,498713,0.8179,10.0,445495,0.9157,10.0,1.0,0.048,4351159,8179,9157,48.0,,,MD
2017,24,4,All beverages,,10679679,498713,2.1414,8.0,445495,2.3973,8.0,,,10528080,21414,23973,,,,MD
2017,25,1,Spirits,13788591.0,5667111,581833,0.974,4.0,517916,1.0942,4.0,1.0,0.38,5239665,9740,10942,380.0,,,MA
2017,25,2,Wine,29569013.0,3814403,581833,0.6556,1.0,517916,0.7365,1.0,1.0,0.119,3518712,6556,7365,119.0,,,MA
2017,25,3,Beer,122373231.0,5506795,581833,0.9465,8.0,517916,1.0633,9.0,1.0,0.048,5873915,9465,10633,48.0,,,MA
2017,25,4,All beverages,,14988309,581833,2.576,4.0,517916,2.894,4.0,,,14632292,25760,28940,,,,MA
2017,26,1,Spirits,18872111.0,7756438,831533,0.9328,5.0,739133,1.0494,5.0,6.0,0.374,7058170,9328,10494,374.0,,,MI
2017,26,2,Wine,25515048.0,3291441,831533,0.3958,6.0,739133,0.4453,6.0,1.0,0.118,3010776,3958,4453,118.0,,,MI
2017,26,3,Beer,186716677.0,8402250,831533,1.0105,7.0,739133,1.1368,7.0,1.0,0.048,8962401,10105,11368,48.0,,,MI
2017,26,4,All beverages,,19450129,831533,2.3391,6.0,739133,2.6315,6.0,,,19031347,23391,26315,,,,MI
2017,27,1,Spirits,13152359.0,5405620,455779,1.186,2.0,405801,1.3321,2.0,1.0,0.383,5037354,11860,13321,383.0,,,MN
2017,27,2,Wine,15587965.0,2010848,455779,0.4412,5.0,405801,0.4955,5.0,1.0,0.118,1839380,4412,4955,118.0,,,MN
2017,27,3,Beer,116096993.0,5224365,455779,1.1462,4.0,405801,1.2874,4.0,1.0,0.048,5572656,11462,12874,48.0,,,MN
2017,27,4,All beverages,,12640832,455779,2.7735,3.0,405801,3.115,3.0,,,12449390,27735,31150,,,,MN
2017,28,1,Spirits,4590822.0,1886828,243932,0.7735,8.0,215086,0.8772,7.0,6.0,0.375,1721558,7735,8772,375.0,,,MS
2017,28,2,Wine,3331396.0,429750,243932,0.1762,10.0,215086,0.1998,10.0,6.0,0.118,393105,1762,1998,118.0,,,MS
2017,28,3,Beer,67642000.0,3043890,243932,1.2478,3.0,215086,1.4152,3.0,7.0,0.048,3246816,12478,14152,48.0,,,MS
2017,28,4,All beverages,,5360468,243932,2.1975,7.0,215086,2.4922,7.0,,,5361479,21975,24922,,,,MS
2017,29,1,Spirits,12377565.0,5087179,504159,1.009,3.0,449083,1.1328,3.0,2.0,0.384,4752985,10090,11328,384.0,,,MO
2017,29,2,Wine,15149855.0,1954331,504159,0.3876,6.0,449083,0.4352,6.0,2.0,0.119,1802833,3876,4352,119.0,,,MO
2017,29,3,Beer,127055211.0,5717485,504159,1.1341,5.0,449083,1.2731,5.0,2.0,0.047,5971595,11341,12731,47.0,,,MO
2017,29,4,All beverages,,12758995,504159,2.5307,5.0,449083,2.8411,5.0,,,12527413,25307,28411,,,,MO
2017,30,1,Spirits,2080650.0,855147,87491,0.9774,4.0,78481,1.0896,4.0,3.0,0.378,786486,9774,10896,378.0,,,MT
2017,30,2,Wine,3470625.0,447711,87491,0.5117,4.0,78481,0.5705,4.0,1.0,0.118,409534,5117,5705,118.0,,,MT
2017,30,3,Beer,31229431.0,1405324,87491,1.6062,1.0,78481,1.7906,1.0,1.0,0.049,1530242,16062,17906,49.0,,,MT
2017,30,4,All beverages,,2708182,87491,3.0954,2.0,78481,3.4507,2.0,,,2726262,30954,34507,,,,MT
2017,31,1,Spirits,2748985.0,1129833,154449,0.7315,8.0,136029,0.8306,8.0,7.0,0.383,1052861,7315,8306,383.0,,,NE
2017,31,2,Wine,2607950.0,336426,154449,0.2178,9.0,136029,0.2473,9.0,7.0,0.119,310346,2178,2473,119.0,,,NE
2017,31,3,Beer,43307000.0,1948815,154449,1.2618,3.0,136029,1.4326,3.0,7.0,0.048,2078736,12618,14326,48.0,,,NE
2017,31,4,All beverages,,3415074,154449,2.2111,7.0,136029,2.5105,6.0,,,3441943,22111,25105,,,,NE
2017,32,1,Spirits,8801921.0,3617590,244143,1.4817,1.0,219260,1.6499,1.0,7.0,0.385,3388740,14817,16499,385.0,,,NV
2017,32,2,Wine,11547642.0,1489646,244143,0.6102,2.0,219260,0.6794,2.0,7.0,0.119,1374169,6102,6794,119.0,,,NV
2017,32,3,Beer,75795000.0,3410775,244143,1.397,2.0,219260,1.5556,2.0,7.0,0.047,3562365,13970,15556,47.0,,,NV
2017,32,4,All beverages,,8518011,244143,3.4889,1.0,219260,3.8849,1.0,,,8325274,34889,38849,,,,NV
2017,33,1,Spirits,5653260.0,2323490,115486,2.0119,1.0,103375,2.2476,1.0,3.0,0.374,2114319,20119,22476,374.0,,,NH
2017,33,2,Wine,7803934.0,1006707,115486,0.8717,1.0,103375,0.9738,1.0,3.0,0.119,928668,8717,9738,119.0,,,NH
2017,33,3,Beer,42571925.0,1915737,115486,1.6588,1.0,103375,1.8532,1.0,7.0,0.048,2043452,16588,18532,48.0,,,NH
2017,33,4,All beverages,,5245934,115486,4.5425,1.0,103375,5.0747,1.0,,,5086439,45425,50747,,,,NH
2017,34,1,Spirits,17267015.0,7096743,738264,0.9613,4.0,660410,1.0746,4.0,1.0,0.383,6613267,9613,10746,383.0,,,NJ
2017,34,2,Wine,34073776.0,4395517,738264,0.5954,2.0,660410,0.6656,2.0,3.0,0.119,4054779,5954,6656,119.0,,,NJ
2017,34,3,Beer,131935994.0,5937120,738264,0.8042,10.0,660410,0.899,10.0,3.0,0.048,6332928,8042,8990,48.0,,,NJ
2017,34,4,All beverages,,17429380,738264,2.3609,5.0,660410,2.6392,6.0,,,17000974,23609,26392,,,,NJ
2017,35,1,Spirits,3381556.0,1389820,171554,0.8101,6.0,152067,0.9139,6.0,1.0,0.387,1308662,8101,9139,387.0,,,NM
2017,35,2,Wine,3929425.0,506896,171554,0.2955,8.0,152067,0.3333,8.0,1.0,0.119,467602,2955,3333,119.0,,,NM
2017,35,3,Beer,40146699.0,1806601,171554,1.0531,6.0,152067,1.188,6.0,1.0,0.048,1927042,10531,11880,48.0,,,NM
2017,35,4,All beverages,,3703317,171554,2.1587,7.0,152067,2.4353,7.0,,,3703306,21587,24353,,,,NM
2017,36,1,Spirits,31618931.0,12995380,1641113,0.7919,7.0,1472717,0.8824,7.0,1.0,0.387,12236526,7919,8824,387.0,,,NY
2017,36,2,Wine,68378005.0,8820763,1641113,0.5375,3.0,1472717,0.5989,3.0,1.0,0.118,8068605,5375,5989,118.0,,,NY
2017,36,3,Beer,328658886.0,14789650,1641113,0.9012,10.0,1472717,1.0042,10.0,1.0,0.048,15775627,9012,10042,48.0,,,NY
2017,36,4,All beverages,,36605793,1641113,2.2305,7.0,1472717,2.4856,7.0,,,36080758,22305,24856,,,,NY
2017,37,1,Spirits,13501437.0,5549091,850442,0.6525,10.0,755419,0.7346,10.0,6.0,0.377,5090042,6525,7346,377.0,,,NC
2017,37,2,Wine,28721127.0,3705025,850442,0.4357,5.0,755419,0.4905,5.0,2.0,0.12,3446535,4357,4905,120.0,,,NC
2017,37,3,Beer,197559018.0,8890156,850442,1.0454,7.0,755419,1.1769,7.0,2.0,0.048,9482833,10454,11769,48.0,,,NC
2017,37,4,All beverages,,18144272,850442,2.1335,8.0,755419,2.4019,8.0,,,18019410,21335,24019,,,,NC
2017,38,1,Spirits,1943306.0,798699,61481,1.2991,1.0,54643,1.4616,1.0,1.0,0.385,748173,12991,14616,385.0,,,ND
2017,38,2,Wine,1599586.0,206347,61481,0.3356,6.0,54643,0.3776,6.0,1.0,0.118,188751,3356,3776,118.0,,,ND
2017,38,3,Beer,20614357.0,927646,61481,1.5088,1.0,54643,1.6976,1.0,1.0,0.047,968875,15088,16976,47.0,,,ND
2017,38,4,All beverages,,1932691,61481,3.1436,1.0,54643,3.5369,1.0,,,1905799,31436,35369,,,,ND
2017,39,1,Spirits,13998485.0,5753377,966486,0.5953,10.0,859745,0.6692,10.0,6.0,0.384,5375418,5953,6692,384.0,,,OH
2017,39,2,Wine,23045497.0,2972869,966486,0.3076,7.0,859745,0.3458,7.0,7.0,0.119,2742414,3076,3458,119.0,,,OH
2017,39,3,Beer,242265000.0,10901925,966486,1.128,5.0,859745,1.268,5.0,7.0,0.048,11628720,11280,12680,48.0,,,OH
2017,39,4,All beverages,,19628171,966486,2.0309,9.0,859745,2.283,9.0,,,19746552,20309,22830,,,,OH
2017,40,1,Spirits,5048802.0,2075058,318541,0.6514,10.0,281552,0.737,10.0,7.0,0.39,1969033,6514,7370,390.0,,,OK
2017,40,2,Wine,4839222.0,624260,318541,0.196,10.0,281552,0.2217,10.0,7.0,0.119,575867,1960,2217,119.0,,,OK
2017,40,3,Beer,72757000.0,3274065,318541,1.0278,7.0,281552,1.1629,7.0,7.0,0.047,3419579,10278,11629,47.0,,,OK
2017,40,4,All beverages,,5973383,318541,1.8752,10.0,281552,2.1216,10.0,,,5964479,18752,21216,,,,OK
2017,41,1,Spirits,7838219.0,3221508,347171,0.9279,5.0,312611,1.0305,5.0,6.0,0.382,2994200,9279,10305,382.0,,,OR
2017,41,2,Wine,15955246.0,2058227,347171,0.5929,2.0,312611,0.6584,2.0,1.0,0.119,1898674,5929,6584,119.0,,,OR
2017,41,3,Beer,95424180.0,4294088,347171,1.2369,4.0,312611,1.3736,4.0,1.0,0.049,4675785,12369,13736,49.0,,,OR
2017,41,4,All beverages,,9573823,347171,2.7577,3.0,312611,3.0625,3.0,,,9568659,27577,30625,,,,OR
2017,42,1,Spirits,18725930.0,7696357,1075285,0.7157,9.0,961821,0.8002,9.0,3.0,0.369,6909868,7157,8002,369.0,,,PA
2017,42,2,Wine,27682059.0,3570986,1075285,0.3321,7.0,961821,0.3713,7.0,3.0,0.119,3294165,3321,3713,119.0,,,PA
2017,42,3,Beer,309721000.0,13937445,1075285,1.2962,2.0,961821,1.4491,2.0,7.0,0.047,14556887,12962,14491,47.0,,,PA
2017,42,4,All beverages,,25204788,1075285,2.344,6.0,961821,2.6205,6.0,,,24760920,23440,26205,,,,PA
2017,44,1,Spirits,2380149.0,978241,89906,1.0881,3.0,79766,1.2264,3.0,1.0,0.377,897316,10881,12264,377.0,,,RI
2017,44,2,Wine,4069020.0,524904,89906,0.5838,2.0,79766,0.658,2.0,1.0,0.119,484213,5838,6580,119.0,,,RI
2017,44,3,Beer,18566006.0,835470,89906,0.9293,9.0,79766,1.0474,9.0,1.0,0.048,891168,9293,10474,48.0,,,RI
2017,44,4,All beverages,,2338615,89906,2.6012,4.0,79766,2.9318,4.0,,,2272697,26012,29318,,,,RI
2017,45,1,Spirits,8165715.0,3356109,417305,0.8042,6.0,372276,0.9015,7.0,7.0,0.393,3209126,8042,9015,393.0,,,SC
2017,45,2,Wine,8132960.0,1049152,417305,0.2514,8.0,372276,0.2818,9.0,7.0,0.119,967822,2514,2818,119.0,,,SC
2017,45,3,Beer,105648000.0,4754160,417305,1.1393,5.0,372276,1.2771,5.0,7.0,0.048,5071104,11393,12771,48.0,,,SC
2017,45,4,All beverages,,9159421,417305,2.1949,7.0,372276,2.4604,7.0,,,9248052,21949,24604,,,,SC
2017,46,1,Spirits,1747279.0,718131,70263,1.0221,3.0,62180,1.1549,3.0,1.0,0.384,670955,10221,11549,384.0,,,SD
2017,46,2,Wine,1613749.0,208174,70263,0.2963,8.0,62180,0.3348,8.0,1.0,0.119,192036,2963,3348,119.0,,,SD
2017,46,3,Beer,23912959.0,1076083,70263,1.5315,1.0,62180,1.7306,1.0,1.0,0.047,1123909,15315,17306,47.0,,,SD
2017,46,4,All beverages,,2002388,70263,2.8498,2.0,62180,3.2203,2.0,,,1986900,28498,32203,,,,SD
2017,47,1,Spirits,10890052.0,4475811,555096,0.8063,6.0,495754,0.9028,6.0,2.0,0.392,4268900,8063,9028,392.0,,,TN
2017,47,2,Wine,13660358.0,1762186,555096,0.3175,7.0,495754,0.3555,7.0,2.0,0.119,1625583,3175,3555,119.0,,,TN
2017,47,3,Beer,121699133.0,5476461,555096,0.9866,7.0,495754,1.1047,8.0,2.0,0.048,5841558,9866,11047,48.0,,,TN
2017,47,4,All beverages,,11714458,555096,2.1103,8.0,495754,2.363,9.0,,,11736041,21103,23630,,,,TN
2017,48,1,Spirits,39599719.0,16275485,2256494,0.7213,8.0,1976160,0.8236,8.0,1.0,0.385,15245892,7213,8236,385.0,,,TX
2017,48,2,Wine,61572927.0,7942908,2256494,0.352,6.0,1976160,0.4019,6.0,1.0,0.118,7265605,3520,4019,118.0,,,TX
2017,48,3,Beer,636031337.0,28621410,2256494,1.2684,3.0,1976160,1.4483,2.0,1.0,0.047,29893473,12684,14483,47.0,,,TX
2017,48,4,All beverages,,52839802,2256494,2.3417,6.0,1976160,2.6739,5.0,,,52404970,23417,26739,,,,TX
2017,49,1,Spirits,3212959.0,1320526,237787,0.5553,10.0,203776,0.648,10.0,1.0,0.374,1201647,5553,6480,374.0,,,UT
2017,49,2,Wine,3660661.0,472225,237787,0.1986,10.0,203776,0.2317,10.0,1.0,0.119,435619,1986,2317,119.0,,,UT
2017,49,3,Beer,32023000.0,1441035,237787,0.606,10.0,203776,0.7072,10.0,7.0,0.047,1505081,6060,7072,47.0,,,UT
2017,49,4,All beverages,,3233786,237787,1.36,10.0,203776,1.5869,10.0,,,3142347,13600,15869,,,,UT
2017,50,1,Spirits,971130.0,399135,53638,0.7441,8.0,47645,0.8377,8.0,6.0,0.377,366116,7441,8377,377.0,,,VT
